SqFt,Bedrooms,Bathrooms,Dist_Center,House_Age,Floors,Lot_Size,Walk_Score,HOA_Fee,Crime_Rate,Dist_School,Grocery_Stores,Prop_Tax,Maint_Cost,Median_Income,House_Price,Region_B,Region_C,Region_D,Region_E,House_Cond_Low,House_Cond_Medium,Urban_Rural_Urban
2499,4,4,8.5,70,1,17651,48,334.18,33,3.9,14,0.76,9006.9,60767,637895.58,False,False,False,True,True,False,True
1867,3,4,33.0,69,2,17276,26,114.09,87,5.1,2,1.44,9104.57,81505,599985.54,False,False,False,True,True,False,True
3802,4,2,28.3,54,2,14628,73,481.38,49,8.8,12,3.58,7876.42,136792,838934.95,False,True,False,False,True,False,False
4156,5,1,35.9,66,2,1569,65,174.04,75,1.1,10,1.12,2351.81,34859,662008.83,False,False,False,False,False,True,False
4490,5,3,3.9,12,2,2973,23,173.25,45,3.9,25,1.6,7243.16,181657,1106679.39,False,False,False,True,False,False,True
1246,6,1,21.2,2,2,3822,37,297.84,45,7.8,1,1.37,1213.72,154891,535991.82,False,True,False,False,False,False,True
3488,3,1,6.3,25,2,1270,27,485.49,125,4.4,19,1.49,3520.65,130986,784569.52,True,False,False,False,False,True,False
5993,2,3,30.8,56,1,17320,27,491.54,16,3.4,23,4.64,1600.17,21280,1097905.69,False,False,True,False,False,True,False
3035,6,4,47.0,23,3,8641,65,289.83,65,4.2,16,3.72,9524.45,165219,796824.66,False,True,False,False,False,True,False
1200,5,1,33.3,52,1,9930,60,0.54,103,6.1,15,3.82,3718.16,28634,260149.15,False,False,False,False,False,False,True
2963,4,1,4.3,69,3,7680,45,450.33,4,10.0,14,4.07,7275.55,88550,688038.78,False,False,False,True,False,False,True
2661,5,2,18.1,42,3,2257,68,285.12,122,5.0,9,2.1,5927.53,161845,673528.5,False,False,True,False,True,False,False
841,4,4,27.8,59,3,9250,74,183.0,124,2.2,29,3.95,1521.36,168953,581416.28,True,False,False,False,True,False,False
2641,6,1,20.5,57,3,6370,73,414.6,111,1.7,21,4.9,5832.77,159352,729922.95,False,False,False,False,False,False,True
3424,3,2,41.8,48,3,5858,42,199.92,15,0.5,23,3.64,6779.72,79593,627375.1,False,False,True,False,False,False,False
3212,5,4,40.8,41,2,9581,58,17.02,80,5.6,15,2.38,8874.41,176627,973835.39,True,False,False,False,False,True,True
1963,4,3,30.8,75,1,14491,1,410.54,90,5.5,26,3.72,1165.81,61421,493528.95,False,False,False,False,False,False,False
2078,3,3,19.0,112,1,13436,14,272.93,134,2.1,7,4.55,3308.52,105472,509019.17,False,False,False,True,False,False,True
3156,2,2,13.1,99,2,13870,36,169.07,135,7.0,4,1.08,7077.24,178404,868468.2,True,False,False,False,True,False,False
1375,4,3,5.7,65,3,17504,70,125.45,71,7.4,21,1.69,826.15,64588,439923.46,False,False,True,False,True,False,False
4614,6,1,18.1,10,1,7908,19,296.9,95,2.7,18,4.64,2433.76,112613,897126.44,False,False,False,False,False,True,False
634,2,4,21.0,102,2,11844,97,104.02,110,3.5,8,4.76,2577.37,158709,362112.5,False,True,False,False,True,False,False
3752,2,1,34.0,97,2,19687,34,161.93,81,9.9,12,2.68,6858.6,110491,795980.19,False,False,False,False,False,True,True
2555,1,1,33.1,89,1,5861,33,318.27,37,3.8,15,2.19,3216.63,106416,465092.02,False,False,True,False,False,False,False
2185,5,3,4.0,17,1,3911,85,440.77,53,7.6,15,1.77,6196.16,66158,593970.81,False,False,True,False,False,False,True
4543,4,1,20.1,84,3,9991,30,266.45,75,4.6,17,2.74,9670.81,73798,767875.59,False,True,False,False,False,True,False
3673,2,3,9.5,99,3,12572,86,379.55,14,8.0,2,4.71,8035.81,167227,972352.71,False,False,True,False,True,False,False
1621,1,4,8.3,103,1,11298,18,381.53,115,7.7,12,1.17,3662.58,197537,730494.58,False,False,False,False,True,False,True
4061,6,4,41.5,51,3,8236,67,332.18,8,6.7,3,2.39,4987.8,68081,845902.92,True,False,False,False,False,False,False
5825,4,2,21.2,43,3,18493,83,433.39,109,9.4,6,2.07,649.34,60278,1111301.15,False,False,True,False,False,True,True
4443,2,3,8.8,21,3,7929,38,218.14,146,5.8,14,3.96,3252.3,88486,861881.3,False,True,False,False,False,False,False
2100,5,3,44.0,52,2,18634,91,22.11,50,2.5,23,2.25,4009.38,67155,517332.45,False,True,False,False,True,False,False
5398,1,1,28.1,58,3,19033,53,122.31,30,4.0,27,4.12,5861.49,109338,1010210.28,False,False,False,True,False,False,False
761,2,3,12.0,93,2,8351,38,382.77,101,7.6,5,4.91,9468.63,157135,523878.94,False,True,False,False,False,False,True
4897,5,3,25.4,113,3,15901,16,34.57,2,6.5,4,2.25,9504.59,99741,1003306.05,False,True,False,False,True,False,False
2581,2,2,36.7,106,1,11638,18,73.68,98,1.9,15,4.3,1165.93,64690,471838.0,False,False,True,False,False,True,True
1595,4,2,47.9,29,3,6828,47,347.11,82,0.6,7,4.95,6339.13,147304,612513.25,True,False,False,False,True,False,True
3942,4,2,44.4,97,1,19099,31,316.87,28,2.6,13,2.45,6656.77,27661,618797.91,False,False,True,False,True,False,True
5151,6,1,46.7,56,1,9150,46,111.15,9,5.0,10,2.69,1618.18,187261,1189823.26,False,True,False,False,True,False,False
1875,1,1,32.0,72,1,2757,63,307.56,45,5.7,2,1.91,8711.22,119786,403489.01,True,False,False,False,True,False,True
1616,4,4,31.7,114,2,19193,45,23.7,29,0.9,12,2.72,712.12,186385,719604.01,False,False,True,False,False,True,False
937,5,1,20.5,19,2,12199,34,306.36,93,1.9,28,1.4,7930.25,56988,306071.04,False,False,False,False,False,False,False
1478,2,3,37.7,103,2,17295,93,112.79,31,2.3,24,3.7,6541.02,163563,677867.91,False,True,False,False,False,True,False
1676,3,2,26.8,24,1,13807,16,452.33,46,2.7,28,2.91,5206.01,80159,535627.36,False,False,True,False,True,False,False
5487,5,4,34.0,18,3,18535,41,237.55,87,5.7,22,4.54,6225.03,53410,1046180.31,True,False,False,False,False,True,False
4593,6,1,21.7,4,2,6492,28,111.97,62,5.1,12,4.15,6943.38,98868,940692.09,False,False,False,False,False,False,False
5459,6,2,36.7,74,3,7302,69,426.57,130,2.1,19,1.95,8902.35,54354,837528.92,False,False,False,False,False,True,True
979,5,1,41.3,78,3,16929,16,127.02,22,0.8,19,2.78,7789.9,104329,428711.95,True,False,False,False,True,False,False
1092,6,2,7.7,71,1,5747,80,153.3,73,1.8,21,3.88,5966.09,26504,262829.86,False,False,False,False,False,False,True
5876,4,2,41.7,82,1,15238,13,417.14,49,9.8,3,1.37,8333.85,113961,1109164.62,True,False,False,False,True,False,False
2662,1,1,27.2,86,1,9402,23,154.4,123,4.7,6,0.64,9875.77,49811,458403.52,False,False,True,False,True,False,True
4484,2,4,42.3,26,2,11686,56,205.08,12,8.7,2,4.34,3351.73,37225,882051.53,False,False,False,True,False,False,False
664,1,4,21.8,39,1,5681,49,173.83,125,8.5,24,1.12,1625.0,122891,434357.34,False,True,False,False,False,False,True
3168,2,3,19.3,95,2,19891,56,58.2,28,5.2,13,4.5,7448.76,112732,821031.46,False,False,True,False,True,False,True
5848,2,2,45.8,25,2,4428,60,19.45,120,7.1,27,4.61,9796.67,170362,1146996.35,False,True,False,False,False,True,False
2627,1,3,12.9,26,2,8494,38,362.27,89,2.0,28,2.57,1608.71,22272,554358.14,False,True,False,False,False,False,False
3295,5,3,42.3,61,2,4955,54,322.57,132,6.9,27,4.13,4601.22,157213,794835.51,True,False,False,False,False,True,True
2095,2,1,24.5,82,1,15026,95,141.18,147,2.8,9,2.13,1091.54,84980,506699.71,False,False,False,True,False,True,False
5858,1,1,25.9,49,2,10244,35,147.8,77,8.3,13,4.36,7877.05,77167,1054340.9,False,True,False,False,False,False,False
991,2,1,15.8,41,1,1713,36,472.5,108,0.9,23,4.21,9512.73,175750,475342.07,False,True,False,False,False,True,False
5114,3,2,28.9,28,1,12080,13,493.84,13,7.8,14,0.85,5240.44,94697,1017944.7,False,False,True,False,False,False,False
5074,5,1,16.6,38,2,9521,26,236.72,135,1.1,19,3.12,4390.45,152143,1014188.86,False,False,False,True,False,False,True
4161,4,1,2.4,59,1,2746,82,401.23,47,8.8,11,3.38,9123.33,168192,985421.14,False,False,False,True,False,False,False
2878,2,2,14.0,40,3,18591,30,368.34,140,3.1,14,0.5,1767.19,111477,686655.56,False,True,False,False,False,False,False
3699,3,2,0.8,32,1,18168,72,148.66,23,6.6,16,4.91,8970.05,175205,1108185.08,False,False,False,True,False,True,False
800,4,4,48.9,82,1,3696,80,29.28,78,4.9,10,2.33,4225.2,154702,436437.2,False,False,True,False,False,True,False
5475,4,1,48.3,100,2,13012,82,71.28,50,3.7,20,2.83,5814.36,85763,942781.18,True,False,False,False,False,False,True
3704,2,1,20.1,82,2,15688,43,419.15,2,6.5,16,1.38,5518.77,133646,849215.35,False,True,False,False,False,False,False
5198,1,1,36.6,96,1,6036,67,365.61,127,9.5,28,3.25,6351.8,99544,878303.1,False,False,False,False,False,False,False
3054,2,4,17.6,110,2,8127,47,332.17,118,0.5,26,4.15,9450.17,39954,475244.27,False,True,False,False,False,False,False
4245,3,1,33.7,15,3,4718,56,65.32,57,9.2,2,3.14,9535.71,143324,950553.62,False,True,False,False,True,False,True
1404,4,4,40.4,22,3,8910,74,319.97,124,6.1,25,4.05,8395.91,126297,514108.59,True,False,False,False,False,True,False
3331,2,3,47.4,6,2,3693,21,386.08,112,8.1,16,3.79,2319.67,100211,753009.79,False,False,False,False,False,True,True
3373,1,4,20.3,25,1,18009,3,430.3,54,3.9,14,1.57,3668.41,82787,824751.59,False,False,False,False,False,False,False
2170,2,3,39.3,95,3,16858,80,6.62,118,4.8,21,2.46,5134.34,152691,730522.56,False,False,False,False,True,False,False
5656,5,1,13.7,11,3,16932,71,342.24,119,8.7,28,1.17,9101.88,98421,1129524.18,True,False,False,False,True,False,True
3290,1,3,49.5,71,1,8692,45,9.55,79,4.2,18,0.69,5448.22,97230,702812.99,False,False,False,True,True,False,True
4440,3,4,1.8,4,2,7398,58,353.44,41,5.4,26,0.78,9785.64,130122,1040515.95,False,False,False,False,False,False,False
1102,2,3,33.1,91,1,12721,10,74.17,9,1.7,7,4.93,6186.55,160445,570752.77,False,False,True,False,False,False,False
5093,1,3,34.6,116,1,18939,30,383.06,56,6.5,13,0.93,8836.21,31448,862153.8,True,False,False,False,True,False,False
1470,5,1,6.5,68,3,12825,10,34.17,55,7.2,2,2.01,9992.62,182282,665001.52,False,False,False,True,False,False,False
5088,1,4,47.0,48,2,5187,55,413.2,37,5.9,15,1.01,8572.31,176482,1097696.22,False,False,False,False,False,False,True
806,6,3,9.5,25,3,1036,37,130.96,85,1.5,17,4.25,6740.65,180100,518059.7,False,False,False,False,False,True,False
5734,5,3,31.3,4,1,19171,20,344.43,112,4.5,13,2.73,8528.77,63369,1080251.51,False,False,False,True,False,False,True
2084,3,3,11.5,21,3,7283,93,461.84,111,3.6,7,3.3,1285.22,138372,669889.25,False,False,False,True,True,False,True
1463,4,3,15.7,78,2,16202,9,169.91,53,5.0,1,2.93,6530.8,31467,253074.8,False,False,True,False,False,True,False
3390,3,2,27.5,12,1,9060,25,251.45,45,8.7,3,3.7,2556.96,159271,881831.48,True,False,False,False,True,False,False
1163,2,4,21.2,27,2,9065,90,231.56,3,7.8,20,1.94,1602.6,47095,424959.64,False,True,False,False,False,False,True
5716,1,1,8.4,32,3,4880,7,78.81,61,0.9,18,1.12,8982.28,128715,1111303.21,False,False,True,False,False,True,True
4791,6,1,9.0,106,3,6932,7,295.16,123,8.9,7,0.58,6576.63,59007,746881.96,False,False,True,False,False,False,False
2357,5,2,21.2,22,2,9328,59,371.5,127,4.8,21,2.51,2813.69,138562,671623.32,False,False,True,False,False,False,True
2278,5,4,38.0,96,3,7333,71,458.44,111,7.5,17,4.59,4174.43,198783,777806.89,False,False,False,False,True,False,True
3842,1,3,44.9,106,2,14870,33,425.4,84,1.5,28,1.87,9746.13,33617,647248.39,False,False,False,True,True,False,True
5236,6,2,4.7,17,3,12268,15,255.01,3,6.7,12,1.38,8690.73,48304,1002748.91,True,False,False,False,True,False,False
1659,1,4,20.0,113,2,6067,12,359.51,64,2.4,16,4.67,648.03,116729,578018.86,False,False,False,False,False,True,False
5879,2,3,5.5,116,2,16616,86,400.39,61,4.4,24,0.97,9808.11,91120,1110282.06,False,False,True,False,True,False,True
2322,3,2,1.3,29,1,13075,75,246.74,89,0.3,10,0.73,4001.03,94341,612203.41,True,False,False,False,False,False,True
3914,5,4,33.3,25,1,18045,90,57.71,119,1.6,23,4.46,7106.47,110800,874779.25,False,False,False,False,False,True,False
3757,2,1,30.3,15,2,8973,21,218.97,129,1.0,16,3.65,7270.43,94625,798335.32,False,True,False,False,True,False,False
3225,3,1,8.6,76,3,11002,95,421.24,136,2.5,20,2.4,9161.0,164711,902231.91,False,False,True,False,True,False,True
3329,2,4,12.1,38,3,8887,26,298.32,44,1.1,18,3.89,8908.08,175757,886218.84,False,False,False,False,True,False,False
2197,6,1,1.7,32,3,1414,63,362.23,145,6.9,15,3.84,3176.43,85416,527491.9,False,False,False,False,False,False,False
3660,5,4,41.8,25,2,7850,1,92.63,111,0.4,23,0.68,6613.59,133792,757391.27,False,False,True,False,True,False,False
3293,1,3,48.7,47,2,3729,96,482.17,41,6.2,11,3.54,4240.2,80356,598618.62,False,True,False,False,False,False,False
5491,1,4,7.2,64,2,12929,25,202.04,40,1.5,18,3.38,5492.67,31110,1045923.19,False,False,False,True,False,True,False
5747,3,3,12.0,112,2,15988,91,326.82,88,9.5,6,4.84,5769.45,119464,1123480.71,False,True,False,False,True,False,True
4227,4,2,43.5,37,1,4897,82,9.44,41,9.3,1,4.85,4265.26,172200,1004290.25,False,False,True,False,False,False,True
1963,6,4,46.4,1,2,3169,68,63.66,34,2.3,23,2.2,4906.99,125635,585095.72,False,False,False,True,True,False,False
2581,3,2,21.3,112,3,14563,96,391.02,66,6.2,7,3.15,2479.25,34684,492097.93,False,False,False,False,True,False,False
2263,4,1,3.0,5,1,19262,83,483.98,40,0.4,12,1.14,6272.64,133102,696213.32,False,True,False,False,False,True,False
2129,2,3,2.4,45,3,13888,29,160.03,98,9.3,20,0.8,7710.12,44419,490898.56,False,True,False,False,False,True,False
2638,6,4,28.9,49,2,5570,7,18.59,49,5.3,4,2.45,4582.54,152599,779639.67,False,False,False,True,False,False,True
3902,2,2,19.9,37,1,2515,37,180.43,103,0.5,10,3.6,9787.96,166292,988596.19,False,False,False,False,False,False,True
2837,5,3,1.9,105,2,17958,60,8.73,85,3.5,21,3.05,1043.65,174774,860997.12,False,True,False,False,False,False,False
1906,6,3,29.4,87,1,13634,80,96.19,78,0.9,2,2.43,6097.03,128409,558404.62,False,False,False,True,False,True,False
4629,4,1,1.1,17,3,14798,64,376.24,44,4.0,9,4.18,6044.21,47757,839047.23,False,True,False,False,False,False,False
3275,5,1,39.5,26,2,5477,66,468.54,146,6.7,10,4.07,844.81,66664,530879.69,False,False,False,False,False,True,False
5668,1,3,15.7,40,2,17455,45,43.72,105,4.8,20,3.79,2633.42,146226,1199587.17,False,False,False,False,False,True,False
1882,4,3,2.5,71,1,10551,89,278.95,144,3.9,11,0.85,9102.65,35205,399384.72,True,False,False,False,True,False,True
1309,3,4,29.6,91,1,15179,94,126.94,121,1.3,25,4.08,5672.88,80207,468666.84,False,False,False,True,True,False,True
5344,1,3,20.2,73,2,1039,71,69.53,76,2.5,14,4.64,4645.67,40994,811163.19,False,False,True,False,False,False,False
5013,1,4,48.7,16,1,11222,42,109.49,55,1.1,3,0.77,4447.22,141409,1035853.17,False,True,False,False,False,True,False
4348,3,3,27.4,118,2,17116,58,288.88,111,8.1,25,2.31,8937.53,106170,847931.18,False,False,False,False,False,True,True
5953,6,1,14.1,61,1,19284,45,32.57,92,1.4,1,4.95,3986.8,128502,1207126.91,False,True,False,False,False,True,True
5379,1,4,35.6,28,3,19601,71,217.11,40,6.0,7,3.2,8662.09,50569,916143.34,False,True,False,False,True,False,True
1263,4,2,13.9,57,1,17049,34,67.61,5,3.5,4,2.81,3437.33,115711,484693.09,False,False,True,False,False,True,False
2598,5,1,45.3,69,3,5796,38,136.34,97,2.3,7,1.3,5549.29,130702,635227.27,False,False,False,False,False,False,True
4045,1,4,19.0,77,1,5606,91,95.38,72,6.4,16,3.04,1866.29,26626,677359.06,True,False,False,False,False,False,False
4343,4,4,27.7,21,1,18667,50,441.49,40,4.6,10,2.48,8337.79,121159,1067237.47,False,False,False,True,True,False,False
2095,2,2,3.0,117,2,9775,3,354.01,8,4.1,15,1.07,7491.76,23964,376917.24,False,True,False,False,False,False,True
3904,4,4,21.6,5,1,15864,79,434.23,7,6.0,16,2.59,5535.88,198449,1101912.2,False,False,True,False,False,True,False
4363,5,3,41.7,25,1,15193,76,191.73,103,5.0,6,1.24,746.06,132794,1043073.94,False,False,True,False,False,True,True
5832,4,2,40.4,38,3,15676,83,156.71,12,3.1,4,3.79,5071.94,38058,1006031.49,False,False,False,True,False,False,False
2453,3,1,11.6,11,1,11457,50,190.29,18,5.6,4,4.88,2639.37,186232,738294.48,False,False,False,True,True,False,True
5259,5,1,11.7,98,2,18199,4,9.27,97,6.7,24,2.61,4427.06,167334,1109139.92,False,False,False,False,False,True,True
1891,6,3,41.0,13,3,17044,54,362.35,95,0.4,23,3.35,8636.05,125182,570247.48,False,True,False,False,False,True,True
4181,2,1,46.6,21,2,16066,19,174.89,48,4.7,4,2.44,7811.23,161956,906623.38,False,True,False,False,True,False,True
4057,3,4,5.2,50,2,19895,23,156.66,99,0.7,27,1.12,2798.55,24433,857014.92,False,False,False,True,False,True,False
2236,6,4,22.8,22,2,1246,35,299.07,81,1.9,22,4.87,9857.06,103747,563023.04,True,False,False,False,False,False,True
4296,4,3,17.2,47,2,7516,33,218.12,65,5.6,22,1.08,9080.5,96227,888618.58,False,True,False,False,False,False,True
3599,5,1,43.6,70,3,17800,53,490.42,90,8.7,17,1.0,5522.4,51063,666524.34,False,False,True,False,True,False,True
3752,2,1,4.6,103,1,14342,33,178.13,58,8.8,13,2.57,5536.43,53484,671252.56,False,False,False,True,True,False,True
1298,3,3,11.0,49,2,17491,82,306.95,52,0.8,2,3.46,9062.03,106780,450845.66,False,True,False,False,False,False,False
2760,6,2,37.7,88,3,10030,16,155.83,51,4.2,20,2.1,6543.38,110196,685342.11,False,False,False,False,True,False,True
5337,2,2,24.9,84,1,13970,88,222.56,14,1.6,22,4.19,7616.91,50084,869637.84,False,False,True,False,True,False,False
1454,4,1,22.4,104,3,8283,17,317.06,120,7.7,1,2.13,2733.42,134455,524550.96,False,False,False,False,False,False,False
4074,2,1,17.1,9,3,16945,54,63.36,147,7.5,8,1.37,8844.59,44802,680666.52,False,False,False,True,False,True,True
5772,1,1,26.7,54,3,12019,49,134.61,134,0.2,29,1.47,6233.24,134610,1184723.8,False,True,False,False,False,False,True
2307,3,4,8.5,8,1,16487,71,224.31,17,2.2,21,2.84,1354.47,171686,883120.97,False,False,False,False,False,True,True
3377,2,2,28.8,78,3,10029,90,441.57,55,8.3,4,3.51,3440.34,89922,729875.16,False,False,False,True,False,False,True
2333,6,2,40.4,51,3,3282,78,485.28,74,6.7,5,4.1,4553.99,28157,356443.2,False,False,True,False,True,False,False
5531,4,1,38.1,1,1,9744,44,212.29,95,9.0,5,1.52,4432.14,68742,916855.46,False,False,False,False,False,True,True
4110,6,1,8.1,24,1,18861,12,417.4,113,0.7,15,1.25,7893.7,27675,704749.6,False,True,False,False,False,True,False
802,4,2,7.9,12,3,10919,15,26.67,100,6.0,10,0.59,3182.06,46228,233994.14,True,False,False,False,False,True,False
3855,2,4,13.8,97,3,14335,85,423.79,27,5.7,8,1.53,2230.04,38251,645051.69,False,False,False,True,False,False,False
4818,4,3,18.4,50,1,1591,83,314.76,49,0.5,26,0.61,6034.86,43349,811776.66,True,False,False,False,False,True,False
5096,5,3,20.7,57,1,7277,12,244.35,1,5.2,7,2.05,6342.64,149417,1169143.17,False,False,False,True,True,False,True
1366,5,2,34.1,33,3,3260,19,444.98,67,6.1,12,1.16,1655.04,69178,401583.16,False,True,False,False,False,True,True
4989,5,1,3.3,34,3,12139,65,422.67,127,2.0,25,3.11,523.45,101362,1021575.99,False,True,False,False,True,False,True
2927,1,1,2.2,101,3,1347,98,148.47,76,2.8,28,2.23,9217.67,157660,704771.59,False,True,False,False,False,True,True
3531,2,4,19.9,2,1,5443,46,395.74,23,6.4,11,0.92,1256.55,116479,830022.88,False,True,False,False,False,True,True
797,6,3,35.0,105,3,12088,18,49.75,111,4.7,13,2.3,9029.74,149044,464255.66,False,False,False,False,True,False,False
2530,6,4,10.1,119,2,9774,44,411.38,118,8.6,15,1.44,4292.54,107687,627333.76,False,False,False,False,False,True,False
4182,1,3,32.3,58,1,7869,36,337.73,35,3.5,17,3.56,6704.03,148325,983123.87,False,False,False,True,True,False,False
1208,4,2,13.4,69,3,3845,53,43.93,1,2.7,22,2.14,2263.34,83196,315293.49,False,False,False,False,True,False,True
1747,4,4,44.8,47,2,2265,13,290.26,104,9.1,18,2.07,2211.84,33536,300535.42,False,False,False,False,False,True,True
4882,4,4,15.2,63,1,13445,3,297.28,17,0.4,27,1.51,4171.84,153772,1152959.06,False,False,False,False,False,True,False
3997,3,4,11.9,112,3,13938,85,145.43,7,7.7,8,4.08,2761.24,166187,934425.83,False,False,False,False,True,False,False
3111,6,2,20.9,18,2,12159,54,133.25,14,1.2,6,4.93,8456.31,196585,907743.05,False,False,True,False,False,True,False
2394,5,3,12.4,66,2,3274,99,381.27,144,0.4,11,0.61,8654.19,104607,620154.95,False,True,False,False,False,False,True
1259,4,3,33.8,81,3,19854,33,128.41,22,2.8,29,3.61,4034.27,58100,327470.15,False,False,True,False,True,False,True
3411,3,4,41.4,102,3,11482,26,223.13,92,2.8,26,1.69,3420.1,172512,912230.93,False,False,False,False,True,False,True
1969,6,3,33.8,72,3,19961,6,347.39,48,8.2,9,0.8,7848.87,52947,527461.54,False,False,False,False,False,False,True
2586,5,1,41.3,115,1,2068,2,39.81,63,7.1,26,0.56,8845.86,93532,507875.27,False,False,True,False,False,False,False
746,4,1,20.2,75,1,15706,46,297.27,33,9.8,5,4.46,6428.19,100398,356894.96,False,False,False,True,True,False,True
3819,4,1,8.2,4,1,6974,96,294.69,17,7.1,7,2.09,9310.33,79413,896965.1,False,True,False,False,False,False,True
3511,1,3,37.0,66,3,11928,1,342.11,63,4.2,22,4.98,4138.92,174176,926789.68,False,False,False,True,True,False,False
2334,1,2,18.3,10,3,2950,79,184.96,105,7.0,27,2.49,1942.92,102841,585038.77,False,True,False,False,False,True,False
2443,6,2,33.7,93,1,11411,24,224.49,73,10.0,15,1.34,2206.61,55860,585195.08,True,False,False,False,False,False,False
1088,5,2,13.9,67,2,14388,59,164.98,101,7.1,21,4.0,6863.4,144390,459360.52,False,True,False,False,True,False,True
3576,4,2,4.5,68,1,18771,78,404.08,16,7.6,22,4.67,4371.5,33727,751258.68,False,False,False,True,True,False,False
